Jamie Jacobson,18.31363,46.37534,0,96432
Zachary Rivera,50.91658,32.54494,1,64813
Daniel Taylor,2.21364,21.10354,2,92168
Amy Matthews,57.28287,23.12112,3,51968
Krista Perez,45.62897,19.06315,0,74435
Elizabeth Smith,2.96978,12.95666,1,17359
Tracy Johnson,41.00774,45.14364,2,20928
Jacob Gonzalez,57.96527,47.83885,3,81435
Johnny Rice,17.46465,7.58689,0,66818
Jill Morton,51.97019,26.19361,1,35764
Michael Martinez,36.79935,16.40536,2,90464
Jessica Parsons,55.59448,44.82638,3,68643
Daniel Randall,35.96276,44.76154,0,66324
John Travis,11.90367,9.6184,1,83192
Robin Ramirez,40.63998,49.96351,2,49113
Craig Lopez,57.76601,10.51203,3,92189
Jessica Skinner,18.89759,32.04049,0,79430
Teresa Moore,7.94074,0.56971,1,31351
Nichole King,53.27876,28.60992,2,56092
Diana Clark,16.83794,26.20495,3,80863
Brianna Adams,57.75542,3.51277,0,61373
Cheryl White,5.51236,41.81675,1,33602
Jordan Williams,1.5898,33.52161,2,14503
Ryan Turner,44.34518,39.40958,3,80775
Bianca Mack,32.13195,14.02609,0,46312
Jasmine Kennedy,64.4184,38.57135,1,15805
Amy Thomas,51.90253,48.3663,2,88278
Paul Weeks,19.86891,31.30161,3,76984
Gregory Lutz,18.71816,15.65462,0,82764
Ashley Lewis,44.60565,39.84545,1,97418
Kimberly Bryant,45.9224,41.47485,2,47022
Kyle Curtis,40.85942,31.59533,3,84857
Ashley Castillo,53.37032,16.16168,0,34107
Veronica Banks,34.19015,24.06566,1,75802
Terry Rivera,1.6937,46.91608,2,58090
Jeffery Fischer,18.92199,11.35855,3,34213
Heather Evans,15.39739,3.13808,0,99132
Lisa Buck,1.87013,3.28638,1,55323
Makayla Morgan,44.22259,4.50268,2,23779
Jennifer Brown,11.24027,30.52369,3,21575
Sean Cantu,53.55307,45.36949,0,73118
Mary Buchanan,60.12023,2.34142,1,90611
Katherine Goodwin,55.87273,44.71004,2,94091
Dominique Grimes,19.72179,43.30757,3,89413
Jacqueline Calderon,24.39306,30.01266,0,20383
James Mason,26.65621,14.68847,1,85404
Grant Bass,49.66616,8.81502,2,27349
Martin Wood,39.0683,3.22595,3,33873
Angela Rodriguez,42.33928,49.92522,0,34312
Ronald Martinez,30.55678,23.00541,1,47225
Michael Smith,13.04986,26.6496,2,60913
Taylor White,19.94779,10.01251,3,88499
Timothy Jones,55.26992,43.95497,0,97759
John Kelley,62.68033,47.44946,1,32448
Amber Jones,59.84565,5.14792,2,86400
Fernando Tran,35.93485,13.33952,3,55122
Patrick Wells,50.80176,44.65449,0,28132
Jason Roberts,58.79823,6.55883,1,22803
Julie Young,42.31051,46.15909,2,88962
Margaret Jones DDS,27.27427,14.89187,3,75106
Brianna Hoffman,30.09313,17.81136,0,43463
Lisa Spencer,18.14435,44.72531,1,53398
Cynthia Bailey,52.8768,26.74453,2,43398
Emily Lloyd,28.26121,9.09919,3,45530
Kim Hill,19.8227,25.62574,0,89515
Megan Thompson,23.99126,2.14033,1,66962
Whitney Stone,17.00425,32.41304,2,27713
Christina Barnes,64.56844,26.29359,3,40914
Stacey Allen,0.22595,34.22495,0,86244
Anthony Bernard,57.16444,14.82162,1,16633
Leslie Castaneda,52.75133,27.30528,2,91006
Joseph Hopkins DVM,56.69486,1.86509,3,66925
Jamie Tran,21.68244,20.67642,0,85961
Kevin Martinez,7.58995,46.519,1,17611
Kaitlyn Thomas,3.96822,14.2522,2,73779
Michelle Odom,17.96835,0.16017,3,99337
Laura Barker,36.87204,44.01195,0,42290
Cassandra Mahoney,11.64192,15.0082,1,45840
John Brown,40.61715,20.55516,2,29248
Lisa Wagner,52.8108,44.87575,3,21554
Stephanie Santos,32.69081,39.86716,0,88760
Laura Medina,35.46948,20.31564,1,41846
Margaret Shaffer,34.80673,32.83537,2,54218
Thomas Valencia,59.20867,46.96217,3,85546
Erica Weaver,26.99538,1.75184,0,10755
Amber Donaldson,24.72459,43.76791,1,23873
Shannon Carlson,44.6442,37.23303,2,75966
Kristina Reed,41.23824,40.48874,3,94401
Kayla Potter,20.55443,36.3979,0,49004
Eric Tucker,54.20558,31.14141,1,91748
Kim Hebert,39.69349,27.26738,2,64036
Teresa Sutton,24.65101,1.42796,3,11279
Maria Jones,55.59225,25.10437,0,21971
Luis Daniels,32.82434,16.48074,1,19156
Christopher Morris,68.7845,28.06095,2,15999
Sandra Nguyen,64.21865,23.27338,3,10479
Laura Chandler,38.54217,22.23742,0,22211
Jonathan Fischer,23.43075,17.78294,1,83973
Timothy Ellis,47.94296,40.00456,2,83005
Alexander Chavez,37.25161,10.1242,3,82856
Elizabeth Armstrong,65.61805,16.87316,0,98514
Oscar Nelson,54.23988,49.46489,1,44401
Bryan King,5.19793,37.10604,2,53514
Tyler Young,61.90998,42.13358,3,23551
Michael Park,24.04027,3.88311,0,31581
Mrs. Andrea Campbell MD,31.88404,18.5573,1,91904
Alison Hinton,43.42051,15.29493,2,28778
Jesus Johnson,12.2636,25.8629,3,90330
Krystal Chan,56.72986,35.31505,0,25314
Katrina Gilmore,60.82601,1.22784,1,37674
Mario Nash,67.28269,17.08467,2,25004
Nancy Lowery,52.1565,27.84055,3,32124
Jennifer Morris,19.06821,45.00646,0,88095
Gregory King,18.59299,37.83831,1,35393
Paul Obrien,65.52784,42.81471,2,96370
Erica Jenkins,57.96333,36.16899,3,12149
Fred Orozco,33.78033,29.94763,0,61079
Kathryn Maldonado,47.72423,29.934,1,66619
Patrick Chambers,58.81694,14.11007,2,59549
Lauren Page,5.23818,7.66794,3,89775
George Turner,14.20404,44.6898,0,25486
Gina Campos,15.81018,1.24758,1,93713
Rachel Smith,43.43153,21.89236,2,16458
Richard Green,12.47266,5.39304,3,98876
Savannah Smith,51.00117,11.47321,0,30599
Antonio Valdez,59.05333,27.08722,1,30945
Brian Jenkins,66.49812,4.76853,2,83684
Justin Conley,41.84827,32.27448,3,89122
Crystal Martin,27.42924,39.66385,0,59515
Stephanie Yoder,63.02437,33.67604,1,46240
Lisa Wilson,53.25996,17.34139,2,99547
Joe Cruz,26.08324,7.05439,3,90639
Carrie Ali,65.55689,25.2448,0,15323
Sarah Warner,57.12269,45.34403,1,83006
Andrew Norris,57.18579,12.02899,2,30468
Michelle Bentley,40.54804,29.88779,3,16541
Lauren Hartman,22.33313,38.44861,0,75867
Lisa Evans,50.3787,27.05646,1,45313
Amanda Mcfarland,26.94326,41.1867,2,81467
Audrey Wright,66.50173,39.20915,3,59328
Michael Williams,61.64309,4.94714,0,14495
James Mullins,13.50265,18.28072,1,96478
Sarah Ware,66.46784,20.32051,2,91378
Sydney Blackburn,37.31785,25.45018,3,19919
David Day,62.26719,11.18759,0,47247
Peter Hensley,22.18273,33.65195,1,81079
Diana Gross,26.866,29.00758,2,56872
Rachel Walker,51.31194,36.62226,3,86889
Robert Walker,69.02566,31.79053,0,93990
Danielle Pennington,25.40682,31.87352,1,12732
Amber Rush,46.95365,47.01345,2,42382
Leah Pena,39.27087,25.76431,3,10926
John Garcia,33.20242,28.53833,0,47822
John Skinner,47.8874,0.27392,1,49499
David Moran,46.83043,5.70109,2,21922
Joseph Velez,5.08513,19.49754,3,55692
Melissa Washington,6.63799,23.06331,0,52231
Kimberly Dougherty,21.70491,31.0555,1,35298
Cindy Jones,51.61695,48.77115,2,83039
Jamie Morris,66.38535,31.76413,3,57829
Bradley Wilson,30.06949,28.5511,0,58670
Jacqueline Horne,30.43382,43.94588,1,48180
Elizabeth Doyle,45.05843,16.10553,2,27662
Larry Alvarado,29.17618,36.16766,3,19842
Michelle Perez,53.62019,44.04963,0,45079
Brittney Rosales,69.77176,4.32788,1,41611
Lisa Hunter,21.04464,46.75621,2,69058
Amber Scott,34.88069,31.68164,3,31385
Melissa Taylor,32.7269,0.67165,0,54198
Ronald Bush,34.66245,33.73961,1,56894
Cindy Garcia,60.64151,32.86708,2,17157
Michael Martin,9.31157,33.2262,3,51606
Kendra Escobar,21.315,36.69846,0,14029
Jessica Williams,23.19766,20.42147,1,15069
Dr. Derek Matthews DVM,41.04839,29.24562,2,53391
Kelly Paul,65.9003,32.01783,3,34296
Ashley Escobar,56.03457,23.95392,0,26646
Maria Diaz,66.28996,18.48876,1,37269
Dylan Wood,52.51882,41.35603,2,44439
Cheryl Wallace,23.33499,7.66133,3,90218
Kimberly Cobb,1.86097,10.87083,0,13777
Daniel Davis,15.90743,46.27409,1,91616
Joshua Cross,42.32377,30.46188,2,27750
Laura Hurst,44.68484,15.98826,3,26513
Olivia Watson,20.10187,2.05237,0,39932
Margaret Reilly,46.40953,42.50861,1,78293
Steve Lopez,37.04084,22.11785,2,87509
Caitlin Lopez,53.99524,29.292,3,67107
Alyssa Moore,50.36433,38.44277,0,79202
Tina Jones,7.91824,31.23928,1,60078
Karen Melton,25.89772,47.62444,2,29703
Tara Hill,26.01614,31.80328,3,99275
Lori Schroeder,51.15042,24.52426,0,15593
Jonathan Austin,4.52823,37.98789,1,28369
Michael White,53.2308,21.22524,2,91864
Patricia Edwards,22.10622,41.68068,3,70395
Theodore Dean,44.13979,21.91905,0,18633
Carla Boyer,46.39611,4.17709,1,64839
Nicholas Rodriguez,18.9177,43.72674,2,60523
Alan Black,69.77876,37.70342,3,94682
Danielle Ryan,41.31088,23.70283,0,40427
Timothy Mercer,52.26793,8.46701,1,37788
Jacob Moreno,26.16204,14.38587,2,12657
Kevin Holt,36.29332,36.1911,3,72569
Steven Butler,36.21658,13.90556,0,15010
Kenneth Rodriguez,16.03446,23.36879,1,38691
Daniel Mcknight,58.93106,20.64158,2,20662
Mark Fleming,59.72122,24.20486,3,11267
Mary Holmes,9.1393,22.97099,0,24871
Joshua Conner DDS,34.14744,46.4683,1,80298
Robin Smith,13.37444,4.075,2,95553
Brett Anthony DVM,68.93399,23.24158,3,76131
Jessica Mckay,57.63491,31.42585,0,52187
Deborah Luna,0.58047,25.6524,1,32055
Sara Callahan,25.92589,43.64478,2,70175
Tricia Levine,39.54603,26.78376,3,80843
Krista Perez,7.82083,18.60855,0,66941
Victor Young,19.77303,35.34748,1,29870
Mark Maddox,11.80284,4.44682,2,86980
Kristen Wilkerson,12.13874,45.87944,3,57231
Gary Williams,63.34173,46.21149,0,71494
Mitchell Craig,56.73143,20.27137,1,87044
Paul Webb,51.66956,38.70399,2,24389
Teresa Perry,62.87205,2.92621,3,33875
Paula Ryan,32.37668,5.39333,0,45842
Logan Daniel,65.59717,21.6769,1,92721
Kevin Williams,69.03096,5.34345,2,91373
Jennifer Farrell,12.23206,8.10212,3,84728
Luis Moore,57.88803,43.63696,0,87393
James Shelton,35.78072,21.25915,1,11514
Thomas Turner,33.09341,15.34695,2,57098
Kristi Whitaker MD,49.80391,41.57836,3,65877
Kimberly Hunter,32.96749,17.65498,0,93364
Shawn Hamilton,66.74735,15.84069,1,54334
Kayla Novak,12.47404,2.1401,2,16073
Charles Clark,69.80218,21.06146,3,34375
David Ochoa,10.69806,28.8971,0,39644
David Johnston,4.42467,41.58362,1,47890
Jack Moran,61.32015,49.55126,2,41303
Kara Brown,21.42775,9.8267,3,57928
Jon Yang,5.08333,4.43029,0,79964
Ann Holt,36.36867,18.61037,1,34430
Andrew Turner,40.52417,20.4101,2,54091
Steven Becker,3.32309,40.54821,3,87404
John Jackson,69.57137,17.83418,0,52888
Sheri King,37.16635,3.5171,1,58141
Tara Smith,67.30841,14.96729,2,52605
Amber Erickson,5.18717,16.59492,3,26588
Jessica Robinson,50.70915,45.70059,0,32852
Sherry Bishop,0.94937,10.89559,1,20817
Amanda Mcknight,41.62284,32.03029,2,97384
Jacqueline Patterson,8.30884,6.89911,3,87855
Peter Bradshaw,67.03239,34.25808,0,69979
Joseph Cruz,68.76923,5.91534,1,65180
Harold Rhodes,13.01673,2.31447,2,79343
Daniel Marquez,8.86245,49.04367,3,98757
John Smith,18.61392,27.31218,0,61843
Patricia Johnston,16.67106,25.57933,1,97555
Brittany Powell,53.98381,10.13427,2,88626
Stacy Ferrell,14.665,1.7288,3,48409
Nathan Richardson,65.98259,30.83987,0,12531
Ryan Mcbride,68.17574,40.9274,1,55295
Mark Mendoza,14.87348,32.9585,2,19075
Lauren Valdez,13.1697,24.97585,3,85064
Elizabeth Murray,62.05313,17.83281,0,48010
Amy Townsend,43.36694,0.34123,1,97523
Tracey Washington,39.74347,23.58134,2,48648
Ronnie Cummings,52.7344,31.95596,3,13927
Juan Ruiz,62.43274,35.12402,0,70575
Monica Henry,52.97306,45.51182,1,60694
Veronica Perkins,5.47297,4.18982,2,78169
Angela Mcintyre,0.75003,4.17108,3,17326
Jacob Hall,0.15533,27.31097,0,13601
Robert Martinez,28.04501,15.13495,1,66743
Jennifer Lewis,66.10601,31.03722,2,72399
Kyle Rojas,68.49329,0.93685,3,30420
Kyle Rivers,4.61641,36.43765,0,91661
Rebecca Henry,56.66918,15.24858,1,36573
Scott Norris,67.72173,43.65599,2,58527
Lisa Jackson,33.89883,37.8191,3,92823
Christine Brown,22.56881,38.24514,0,66565
Lisa Turner,18.9847,8.25506,1,89779
Michael Gonzalez DDS,19.39995,11.79587,2,49050
Andrea Jones,48.24639,15.11037,3,58944
Alexander Tran,3.14043,33.40128,0,36278
Ashley Raymond,48.71348,35.52239,1,41111
Gerald Morris,10.35898,41.4283,2,16767
Brittany Schroeder,10.78804,18.41138,3,43638
Matthew Morton,45.93039,12.22259,0,47747
Vincent Johnson,61.04712,7.18511,1,62680
Julie Daniels,18.94745,35.84674,2,93383
Anna Brown DVM,34.38936,41.70168,3,72952
Brittany Anderson,41.16684,17.35317,0,36942
Holly Miller,3.09923,24.0298,1,79548
Aaron Owens,1.67637,25.62116,2,74129
Molly Wright,39.45891,1.57763,3,80291
Scott Brown,29.47892,14.77137,0,88480
Jane Figueroa,27.13029,43.71935,1,72214
Rodney Graham,43.26359,10.58803,2,77313
Jacob Burns,42.27387,1.85526,3,16916
Randy Butler,66.97643,43.43217,0,19665
James Davis,62.27962,2.99453,1,66583
Michael Anderson,9.67614,48.54183,2,18053
Shannon Frank,55.813,43.20822,3,26937
Amber Rivera,6.20218,32.60692,0,72657
Monica Gray,48.11965,21.03299,1,19360
Bradley Rowe,4.89729,27.43339,2,66073
Michael Lin,4.88353,31.23266,3,57248
Hannah Hayes,31.41436,35.52421,0,14924
Alyssa Kim,44.61711,10.95034,1,91900
Michele Haley,52.72016,39.14494,2,60391
Vanessa Bryan,20.49678,29.40525,3,21213
John Hall,33.00709,3.10751,0,13496
Andrea Warner,57.27778,16.42116,1,75336
Matthew Williams,69.59634,46.41978,2,49562
Alexis Washington,61.50884,27.9936,3,90653
Melissa Wood,41.15889,9.80318,0,35602
John Kelly,33.22532,34.64034,1,25542
Rhonda Castillo,36.65507,13.17827,2,92514
Antonio Taylor,8.13661,6.73441,3,49987
Karen Lee,28.10303,10.64753,0,59779
Mrs. Laura Gray,44.31573,5.38521,1,57381
Levi Wolf,53.40742,22.1398,2,65179
Gabrielle Davis,21.1767,18.25664,3,47233
Angela Morgan,4.68485,45.80182,0,44172
Jennifer Wise,1.91699,23.72424,1,69052
James Peterson,14.92962,24.07391,2,53002
Jennifer Steele,39.76251,24.86614,3,25726
Christopher Barker,10.37642,27.07352,0,50973
Kimberly Fox,40.29624,43.66488,1,71559
Maria Burnett,68.64228,30.23395,2,37784
Melissa Nunez,8.37885,8.48364,3,94902
Grant Travis,10.22622,45.21346,0,61801
Joshua Taylor,59.13727,23.81683,1,60661
Mark Garcia Jr.,24.10468,41.5017,2,54358
Paula Martinez,49.57502,13.15882,3,80955
Karen Ortega,25.82451,44.25205,0,34901
Nicholas Montgomery,24.90705,6.34518,1,31255
Kevin Garcia,52.5936,11.72747,2,78783
Jorge Alvarado,51.33901,15.08558,3,87491
Lori Schneider,31.13901,45.71014,0,16495
Jonathan Savage,39.48206,36.19409,1,28288
Jessica Diaz,24.14209,38.05009,2,74798
Ashley Mathis,41.55049,38.73329,3,96094
Sarah Welch,51.06273,41.67306,0,99046
Robert Rogers,63.86024,24.52925,1,72276
Danielle Wilkerson,37.89341,15.28751,2,96336
Thomas Wilkins,37.34493,40.67114,3,97852
Tammy Pratt,14.23456,43.7723,0,97714
Danielle Bishop,55.56223,11.27416,1,51576
Theresa Charles,9.11671,17.01031,2,56653
Robert Acosta,50.8217,5.98041,3,83069
Scott Kirk,6.60015,5.65498,0,20337
Brandy Smith,13.49686,42.9481,1,72073
Nicole Owen,68.84055,3.93587,2,70607
Lynn Hensley,23.81353,28.73053,3,66096
Daniel Washington,20.49941,17.10049,0,75288
Adrienne Brennan,22.97532,49.79885,1,16798
Chelsea Wright,40.48443,16.56351,2,95025
Mr. David Miller,21.4162,29.87062,3,37898
Jeanette Johnson,27.3192,12.44111,0,13699
Mary Estrada,62.5147,15.58095,1,57938
Yvette Fisher,17.74089,12.35422,2,85823
Edward Murphy,64.09734,19.97213,3,74983
Margaret Smith,13.68334,41.4069,0,63377
Lindsey Kim,37.15653,29.97244,1,12952
Patricia Martinez,41.10379,46.84633,2,62150
Morgan White,60.74796,38.88062,3,48582
Larry Townsend,28.08619,45.58011,0,95281
Jacob Sweeney,27.1572,25.70364,1,80952
Roberto Perkins,49.27391,22.45637,2,69583
Paul Guzman,16.9936,35.59243,3,90230
Laura Hamilton,59.71164,14.19837,0,15846
Stephen Jensen MD,43.31406,7.77423,1,59669
Christina Solis,38.22717,11.25607,2,96117
Phillip Franco,69.59494,20.6728,3,60431
Ashley Keller,56.28414,23.72155,0,78555
Allison Robles,54.12528,12.7382,1,96667
Jacob Turner,30.79997,41.74361,2,60163
Robert Elliott,69.84145,22.38646,3,28905
Joseph Johnson,33.49674,0.01542,0,50606
Jake Parker,44.22843,6.87287,1,21850
Alexander Morrison,37.94581,5.45604,2,18141
Tammy Williams,66.29713,19.67873,3,12386
Julie Mayer,15.14462,47.37566,0,83793
Heather Gregory,68.96622,28.90596,1,70889
Miguel Flores,49.32865,10.10023,2,85484
Mary Huber,7.27308,16.92952,3,75849
Jeffrey May,57.93789,0.97421,0,49638
Katie Chan,0.41769,34.76894,1,69160
Heather Henderson,4.76106,33.19371,2,34960
Richard Goodman,33.46901,29.65573,3,35953
Joan Martinez,57.37156,27.99994,0,46533
Melissa Weaver,30.42945,33.89469,1,96505
Joseph Gonzalez,58.52634,7.62939,2,31793
Anna Pope,44.0629,26.6522,3,82522
Christopher Shea,32.3624,31.49403,0,21893
Michael Palmer,63.72621,25.97436,1,73333
Tara Hardy,18.56689,35.38104,2,60689
Debra Moore,46.29631,44.41574,3,58485
James Madden,58.315,3.77705,0,42197
Amber Roberts,43.838,0.11819,1,54662
Joshua Wade,56.94404,36.41337,2,28387
Deborah Robinson,16.18734,47.49166,3,98213
Angel Davis,46.13044,14.88518,0,63250
Derek Zamora,23.52272,8.67437,1,39206
Tiffany Cervantes,26.0291,33.33168,2,92950
Kimberly Sanders,29.48582,38.69656,3,67269
Alisha Garcia,40.36557,31.91635,0,10097
Amy Martin,3.61426,4.80549,1,96533
Katie Ferguson,34.05644,40.26415,2,94414
Matthew Lynch,37.61463,48.7793,3,37392
Mary Taylor,36.28219,13.97235,0,37749
Troy Soto,35.29816,22.6739,1,36111
Chad Ramirez,29.39585,48.98359,2,14403
Rachel Cisneros,19.88263,21.43364,3,32896
Jamie Chapman,24.54849,29.06843,0,38394
Cody Brown,6.79545,41.87522,1,90541
Dr. Charles Mills DDS,52.69018,13.05541,2,43156
Tonya Mata,37.39124,44.4626,3,27681
Jordan Glenn,31.36585,9.30488,0,11619
Michael Barrett,33.70775,5.79794,1,20338
Jacqueline Gardner,59.12615,39.75563,2,32748
Shannon Carroll,49.08836,34.59978,3,13104
Michael Smith,56.87471,14.11132,0,40984
April Underwood,47.52825,46.46364,1,47489
Laurie Gonzalez,46.56416,26.14324,2,11103
Nicole Murray,33.59814,28.72188,3,60368
Bryan Johnson,66.43347,44.58686,0,46413
Jerome Beasley,30.77209,48.53455,1,55817
John Rowe,9.46373,26.86448,2,88160
Susan Craig,4.33926,40.36526,3,44299
Keith Rodgers,38.29836,6.19684,0,38477
Victor Casey,44.21765,33.7391,1,93908
Jacqueline Brown,16.65539,3.76556,2,47510
Tracy Bishop,45.63712,3.84204,3,48027
Russell Reynolds,32.14264,17.89278,0,93506
Richard Salinas,59.16487,43.49038,1,38304
Martha Hall,36.08239,12.00245,2,51696
Brandon Skinner,24.68003,30.97339,3,78801
Angela Hall,0.51188,49.56208,0,69360
Katrina Shaw,33.06638,9.78139,1,79346
Raymond Collins,65.8402,48.76659,2,84909
Katherine Hall,59.55247,33.31644,3,66000
Tyler Moreno,13.22139,24.90381,0,46733
Shelly Sanders,30.28098,6.02429,1,30949
Monica Lane,26.04301,33.56979,2,58573
Christina Roberts,53.80351,31.77961,3,72743
Nicole Williams,9.73693,39.92683,0,89759
Mrs. Tammy Baker MD,2.1857,17.61332,1,29682
Pamela Clark,55.44438,38.48969,2,49496
Andrew Hunt,11.83847,9.67951,3,97121
James Tucker,21.85354,8.58674,0,95085
Anthony Daniel,49.02778,36.82162,1,11374
Melissa Brown,22.98507,10.69855,2,36211
Jasmine Ferrell,37.75708,44.02075,3,24487
Chelsea Wagner,61.46655,41.20715,0,40598
Kristine Fox,52.4548,5.79123,1,88130
Emily Shelton,19.50314,13.1899,2,35449
Jason Marshall,46.28592,42.9226,3,63890
Michael Lawrence,8.50166,3.07272,0,46530
Joyce Lee,1.06954,42.90458,1,64579
Karen Moore,28.65997,0.04895,2,12233
Marcus Chandler,42.12888,15.95289,3,46648
Michelle Ingram,34.21805,49.66279,0,67326
Rebecca Gardner,28.83422,12.23136,1,69697
Maria Chung,20.634,2.24961,2,12679
Karen Gibson,63.40386,10.9436,3,35417
Emily Salas,3.66042,42.80541,0,95692
Kathleen Gallegos,25.36323,15.0693,1,97104
Jason Rogers,10.82553,29.3933,2,84703
Nancy Griffin,67.49041,47.60325,3,35118
Thomas Berger,16.67483,33.74541,0,35281
Fred Zimmerman,57.52162,39.23628,1,76931
Angela George,45.88149,1.96047,2,51676
Kelly Griffith,42.60606,24.16929,3,38567
Jessica Harris,22.32496,18.85298,0,24072
Melissa Warren,8.86125,27.80412,1,55355
Brooke Hardin,26.89799,31.87792,2,11923
Joseph Preston,47.24034,13.99047,3,97413
Dana Mcdonald,65.38357,36.81488,0,87640
Lisa Johnson,17.61636,37.43474,1,72983
Michael Hill,22.18004,31.64127,2,57351
Lori Strong,16.80934,8.16418,3,11363
Jesse Benitez,24.69706,39.21134,0,77889
Brendan Sandoval,16.26517,21.54731,1,99621
Martin Juarez,24.28891,12.87729,2,28531
Christopher Shepherd,20.13536,36.18188,3,82514
Nancy Moore,55.21819,44.82439,0,69725
Meredith Parker,34.41565,13.38333,1,84392
Steven Haney,14.32698,3.73509,2,43108
Ann Roberts,59.29606,39.79204,3,87936
Jacqueline Mills,45.46594,3.37966,0,68165
Benjamin White,25.25415,48.51942,1,23722
Michelle Fisher,7.01203,45.54683,2,77158
Jason Allen,2.26138,16.99042,3,80267
Eric Reyes,46.86852,41.84715,0,57881
Catherine Jackson,57.43796,33.3708,1,65857
Darren Smith,30.66191,18.25994,2,46729
Lisa Gonzalez,29.19881,47.25858,3,60224
Scott Jennings,60.44202,18.25661,0,23400
Victoria Johnson,69.23503,17.47257,1,44309
Michele Woods,35.1191,41.60264,2,98949
Rebecca Morton,67.1592,16.57386,3,57155
Lisa Barton,11.07805,19.39994,0,92537
Jeremy James,52.06082,35.81023,1,11135
Lindsey Mills,36.32378,29.60416,2,11223
Jonathan Garcia,67.8035,2.35371,3,28852
Jerry Smith,10.45375,12.88472,0,65354
Michelle Strickland,15.64656,40.78973,1,27700
Dawn Vega,8.4918,28.84227,2,49453
William Jackson,45.89922,12.68104,3,22324
Dennis Blevins,59.50692,45.54526,0,53578
Michaela Wilson,49.13536,33.24433,1,17534
Megan Harris,28.19721,27.49539,2,57121
Matthew Roman,45.08303,35.91656,3,40614
Matthew White,40.25667,15.24115,0,25191
Tara Martin,48.10731,28.61849,1,86959
Elizabeth Johnson,59.24988,44.8007,2,31040
Tiffany Wallace,56.52546,0.23532,3,45069
Kristen Sexton,5.37623,34.08444,0,85141
Nancy Walker,56.13394,48.45015,1,20926
Rebecca York,4.86457,3.56407,2,60445
Edwin Nichols,12.96946,23.85357,3,75608
Anthony Collins,64.82264,13.03086,0,25335
Diane Johnson,60.9791,8.23815,1,71471
Patrick Holloway,36.91429,32.19271,2,79444
Jason Drake,63.18497,37.09183,3,41297
Denise Torres,65.88908,21.97779,0,17342
Robert Conway,24.48811,1.99404,1,34138
Shannon Chavez,11.32044,33.43164,2,18882
Jill Santana,1.59129,24.31201,3,22519
Cassandra Robinson,42.9978,43.10379,0,96914
Mr. Patrick Davis,58.9907,11.39555,1,33299
Stephanie Walters,10.51429,27.53005,2,53923
Christina Mack,22.00096,17.90646,3,54179
Mary Wong,18.93544,4.01625,0,75158
Justin Jenkins,12.3778,2.76352,1,12114
Robyn Finley,31.93612,38.5199,2,76336
