badge,name,shift,day,month,year,group,lat,lon,area,time_to_travel,distance
97251,Martin Valencia,1,16,12,2024,1,34.04162,-118.34336333,10,2.4,1.58436
27432,Timothy Bryant,1,16,12,2024,1,34.08386,-118.48013667,9,8.8,5.83368
38377,Daniel Bates,1,16,12,2024,1,33.8093,-118.39465333,1,2.5,1.66122
44462,Kimberly Gallegos,1,16,12,2024,1,33.74594,-118.49723333,1,0.3,0.16687
50043,Michael Harper,1,16,12,2024,1,34.29506,-118.32626667,11,59.6,39.74348
20068,Tracey Welch,1,16,12,2024,1,34.3373,-118.27497667,11,67.1,44.74925
41619,Felicia Alexander,1,16,12,2024,1,33.95714,-118.58271667,5,2.0,1.34193
10545,Diana Garcia,1,16,12,2024,1,34.29506,-118.25788,11,56.9,37.90329
79984,Andrea Williams,1,16,12,2024,1,33.87266,-118.48013667,3,2.2,1.49355
37484,Timothy Villanueva,1,16,12,2024,1,33.9149,-118.41175,3,1.9,1.23568
81472,Manuel Newman,1,16,12,2024,1,33.99938,-118.30917,7,6.5,4.32779
45842,Joel Leonard,1,16,12,2024,1,33.76706,-118.36046,4,7.0,4.64655
52447,Debra Williams,1,16,12,2024,1,33.87266,-118.59981333,2,4.9,3.29028
64047,Steve Thomas,1,16,12,2024,1,33.93602,-118.34336333,6,8.2,5.45043
95388,Theresa Harris,1,16,12,2024,1,33.99938,-118.46304,6,0.9,0.57476
43283,Michael Brown,1,16,12,2024,1,33.97826,-118.48013667,5,2.6,1.76377
83193,Alexander Rivas,1,16,12,2024,1,33.93602,-118.53142667,5,3.4,2.27459
84731,Benjamin Gray,1,16,12,2024,1,33.89378,-118.49723333,3,2.4,1.61596
18128,Michael Johnson DVM,1,16,12,2024,1,33.9149,-118.58271667,2,3.0,1.98758
71128,Yvette Gonzalez,1,16,12,2024,1,33.89378,-118.36046,4,6.0,3.97779
35556,James Dickson,1,16,12,2024,1,33.89378,-118.22368667,8,1.9,1.26437
18637,Anthony Willis,1,16,12,2024,1,34.06274,-118.25788,10,2.4,1.57876
35155,Sarah Anderson,1,16,12,2024,1,33.85154,-118.49723333,3,2.3,1.5223
90511,Julie Brown,1,16,12,2024,1,33.8093,-118.63400667,2,10.0,6.63717
68918,Michael Brown,1,16,12,2024,1,33.83042,-118.46304,3,2.3,1.5522
83839,Patricia Wilson,1,16,12,2024,1,33.83042,-118.34336333,4,5.0,3.35321
75896,Jared Diaz,1,16,12,2024,1,33.78818,-118.27497667,4,11.9,7.95071
16834,Clayton Carr,1,16,12,2024,1,33.95714,-118.42884667,6,0.4,0.24199
15805,Rachael Castro,1,16,12,2024,1,33.76706,-118.51433,1,2.9,1.90086
97403,Douglas Lamb,1,16,12,2024,1,33.9149,-118.30917,4,3.8,2.53383
96320,Nicholas Johnson,1,16,12,2024,1,33.87266,-118.6682,2,8.2,5.45408
16831,Chelsea Lewis,1,16,12,2024,1,33.9149,-118.39465333,3,1.3,0.88591
54274,Betty Dyer,1,16,12,2024,1,33.89378,-118.34336333,4,0.6,0.37312
75641,Dana Nelson,1,16,12,2024,1,33.87266,-118.42884667,3,1.1,0.71099
61107,Joanna Rose,1,16,12,2024,1,34.0205,-118.36046,6,1.0,0.6876
21809,Virginia Jones,1,16,12,2024,1,33.72482,-118.48013667,1,4.7,3.15545
57595,Jeremy Norton,1,16,12,2024,1,34.2317,-118.24078333,11,34.3,22.84036
76061,Daniel Castro,1,16,12,2024,1,34.18946,-118.29207333,11,35.8,23.89061
60171,Rebecca Davis,1,16,12,2024,1,33.85154,-118.41175,3,5.4,3.59357
30642,Jasmine Ross,1,16,12,2024,1,33.95714,-118.53142667,5,4.2,2.83285
63216,Kimberly Fletcher,1,16,12,2024,1,33.97826,-118.25788,7,0.2,0.14673
86153,Heather Turner,1,16,12,2024,1,33.97826,-118.18949333,8,13.4,8.90086
47536,Tyler Thomas,1,16,12,2024,1,34.0205,-118.53142667,5,1.9,1.28803
93401,Donald Allen,1,16,12,2024,1,33.89378,-118.61691,2,6.9,4.62418
51128,Daniel Rodriguez,1,16,12,2024,1,34.10498,-118.46304,9,3.3,2.18499
54535,Sara Miller,1,16,12,2024,1,34.04162,-118.39465333,9,4.7,3.14843
55838,Gregory Johnson,1,16,12,2024,1,33.97826,-118.41175,6,2.3,1.55323
38461,Anthony Nunez,1,16,12,2024,1,33.7037,-118.49723333,1,2.2,1.44779
25435,Sara Salinas,1,16,12,2024,1,33.8093,-118.59981333,2,5.0,3.35365
33791,William Hall,1,16,12,2024,1,33.9149,-118.42884667,3,1.3,0.84108
10684,Lisa Wilson,1,16,12,2024,1,33.76706,-118.63400667,2,15.0,9.97598
67353,Jennifer Hernandez,1,16,12,2024,1,33.97826,-118.22368667,8,8.5,5.67135
36117,Kimberly Robinson,1,16,12,2024,1,34.04162,-118.22368667,10,3.6,2.38667
55595,Troy Roberts,1,16,12,2024,1,34.06274,-118.49723333,9,14.9,9.95436
49520,David Clark,1,16,12,2024,1,33.87266,-118.51433,3,0.4,0.26811
54287,Wayne Hampton,1,16,12,2024,1,33.9149,-118.42884667,3,1.2,0.79284
67206,John Patterson,1,16,12,2024,1,34.06274,-118.39465333,9,5.1,3.41358
41634,Amy Lang,1,16,12,2024,1,34.16834,-118.29207333,11,44.9,29.90282
29825,Alison Wallace,1,16,12,2024,1,34.06274,-118.51433,9,8.0,5.31348
11057,Melody Mendez,1,16,12,2024,1,34.0205,-118.36046,6,0.4,0.27141
12366,Trevor Newton,1,16,12,2024,1,34.04162,-118.36046,10,4.6,3.06729
78954,Jessica Lamb,1,16,12,2024,1,33.93602,-118.51433,5,7.6,5.06206
14007,Michael Glover,1,16,12,2024,1,33.85154,-118.6682,2,1.8,1.18206
72473,Patricia Garcia,1,16,12,2024,1,33.83042,-118.48013667,3,0.9,0.59808
69325,Amy Thompson,1,16,12,2024,1,33.9149,-118.36046,4,5.9,3.93477
50126,John Gardner,1,16,12,2024,1,33.93602,-118.37755667,6,3.8,2.50946
16449,Kevin Munoz,1,16,12,2024,1,33.74594,-118.42884667,1,14.9,9.93772
40849,Aaron Jimenez,1,16,12,2024,1,34.08386,-118.30917,10,1.7,1.11471
31476,Dr. Angela Stewart,1,16,12,2024,1,33.87266,-118.32626667,4,0.6,0.42243
68518,Kristen Novak,1,16,12,2024,1,34.04162,-118.39465333,9,1.7,1.14317
69220,Tina Kerr,1,16,12,2024,1,33.85154,-118.54852333,2,2.6,1.72376
39817,Jennifer Montgomery,1,16,12,2024,1,33.83042,-118.56562,2,4.2,2.7862
21506,Paul Hughes,1,16,12,2024,1,33.85154,-118.56562,2,3.9,2.57815
90051,Tanner Flynn,1,16,12,2024,1,33.9149,-118.49723333,3,6.1,4.04035
97286,Deborah Adams,1,16,12,2024,1,34.14722,-118.29207333,11,11.0,7.33443
69698,Veronica Oneal,1,16,12,2024,1,33.76706,-118.46304,1,1.8,1.23024
47563,Nicole Moreno,1,16,12,2024,1,33.93602,-118.17239667,8,27.9,18.57987
56439,Chelsea Crawford,1,16,12,2024,1,34.10498,-118.39465333,9,0.4,0.25888
51772,Natalie Taylor,1,16,12,2024,1,33.9149,-118.39465333,3,7.5,4.98779
93801,Jonathan Grant,1,16,12,2024,1,33.85154,-118.6682,2,6.8,4.51843
60637,Joshua Johnson,1,16,12,2024,1,33.97826,-118.29207333,7,10.0,6.65836
26246,Mr. Brian Allen,1,16,12,2024,1,34.1261,-118.27497667,10,12.6,8.43178
43503,Derrick Horne,1,16,12,2024,1,33.87266,-118.32626667,4,4.1,2.76047
25982,Edward Serrano,1,16,12,2024,1,33.89378,-118.20659,8,2.7,1.78908
37422,Tony Hernandez,1,16,12,2024,1,33.99938,-118.48013667,5,1.2,0.76687
42419,Tyrone Johnson,1,16,12,2024,1,33.95714,-118.25788,7,1.5,0.97841
12594,Kevin Collins,1,16,12,2024,1,33.74594,-118.58271667,2,2.2,1.47355
50842,Alexis Stewart,1,16,12,2024,1,33.95714,-118.18949333,8,23.3,15.52703
54680,Darren Rush,1,16,12,2024,1,33.99938,-118.39465333,6,2.0,1.32059
25003,Amanda Miller,1,16,12,2024,1,33.8093,-118.25788,4,12.5,8.32868
11218,Cassie Cohen,1,16,12,2024,1,33.9149,-118.48013667,3,1.3,0.8679
17032,Angela Patton,1,16,12,2024,1,33.99938,-118.20659,8,7.1,4.75362
17320,Jessica Lee,1,16,12,2024,1,34.0205,-118.49723333,5,4.7,3.1643
71843,Jacob Silva,1,16,12,2024,1,34.06274,-118.41175,9,3.1,2.04484
86943,Eric Williams,1,16,12,2024,1,33.87266,-118.29207333,4,3.2,2.16078
24140,Calvin Weeks,1,16,12,2024,1,33.85154,-118.65110333,2,4.3,2.86071
19922,Sean Mack,1,16,12,2024,1,33.74594,-118.41175,1,13.3,8.87607
50972,Madison Young,1,16,12,2024,1,33.74594,-118.49723333,1,2.5,1.66017
85818,Vickie White,1,16,12,2024,1,33.99938,-118.20659,8,4.8,3.20935
98137,Leslie Suarez,1,16,12,2024,1,33.89378,-118.36046,4,5.8,3.86162
38474,Jerry Esparza,1,16,12,2024,1,33.97826,-118.27497667,7,1.8,1.23023
72020,Katie Reese,1,16,12,2024,1,34.08386,-118.22368667,10,14.2,9.46533
74513,George Chapman,1,16,12,2024,1,33.78818,-118.39465333,1,13.9,9.2502
64301,Sean Cameron,1,16,12,2024,1,33.76706,-118.48013667,1,3.7,2.48875
18174,Miss Alexis Rodriguez,1,16,12,2024,1,34.10498,-118.44594333,9,2.1,1.42775
66537,Sabrina Anderson,1,16,12,2024,1,34.0205,-118.48013667,5,1.2,0.83076
53718,Vincent Cook,1,16,12,2024,1,33.93602,-118.30917,7,5.3,3.53345
81667,John Haney,1,16,12,2024,1,33.83042,-118.39465333,3,3.8,2.52545
16783,James Taylor,1,16,12,2024,1,33.85154,-118.39465333,3,9.5,6.31977
48076,Mathew Nichols,1,16,12,2024,1,33.8093,-118.44594333,1,7.1,4.72459
32067,Olivia Myers,1,16,12,2024,1,33.93602,-118.27497667,7,0.9,0.60896
85464,Erika Lopez,1,16,12,2024,1,34.10498,-118.42884667,9,1.5,0.9744
25603,Darren Cameron,1,16,12,2024,1,34.04162,-118.42884667,9,3.7,2.47259
52904,Isaac Washington,1,16,12,2024,1,34.1261,-118.44594333,9,9.3,6.23159
81194,David Fitzpatrick,1,16,12,2024,1,33.97826,-118.44594333,6,0.9,0.59615
40143,Linda Higgins,1,16,12,2024,1,33.87266,-118.41175,3,5.5,3.64214
57644,Amanda Jones,1,16,12,2024,1,34.10498,-118.41175,9,4.8,3.20782
68394,Alyssa Taylor,1,16,12,2024,1,34.0205,-118.20659,8,14.5,9.66073
95666,Amber Williams,1,16,12,2024,1,34.06274,-118.36046,10,2.3,1.51409
47933,Ruben Colon,1,16,12,2024,1,33.8093,-118.44594333,1,6.1,4.09968
39947,Teresa Nguyen,1,16,12,2024,1,33.85154,-118.34336333,4,6.8,4.54722
40979,Taylor Ryan,1,16,12,2024,1,34.0205,-118.41175,6,5.2,3.49035
26562,Daniel Martin,1,16,12,2024,1,34.25282,-118.24078333,11,44.0,29.3014
60796,Robert Costa,1,16,12,2024,1,33.95714,-118.41175,6,0.3,0.19206
70557,Alexander Payne,1,16,12,2024,1,34.06274,-118.48013667,9,11.4,7.59049
86988,Denise Ingram,1,16,12,2024,1,33.93602,-118.32626667,6,8.3,5.54819
34710,Dylan Spencer,1,16,12,2024,1,34.08386,-118.29207333,10,2.2,1.49576
79836,Barry Costa,1,16,12,2024,1,33.76706,-118.39465333,1,13.4,8.92082
96976,Chelsea Alvarado,1,16,12,2024,1,34.04162,-118.41175,9,1.3,0.83878
22129,Darrell White,1,16,12,2024,1,33.97826,-118.32626667,6,7.9,5.25958
70531,Donald Reed,1,16,12,2024,1,33.74594,-118.46304,1,2.7,1.77135
76661,Travis Thomas,1,16,12,2024,1,34.14722,-118.25788,11,35.8,23.84028
63059,Derrick Hall,1,16,12,2024,1,33.85154,-118.51433,3,5.8,3.85091
45735,Cody Lee,1,16,12,2024,1,34.0205,-118.42884667,6,1.2,0.7967
79680,Michelle Day,1,16,12,2024,1,34.10498,-118.49723333,9,12.6,8.42062
19270,Annette Oliver,1,16,12,2024,1,33.95714,-118.41175,6,1.4,0.93895
17808,Kayla Andrade,1,16,12,2024,1,33.76706,-118.34336333,4,9.2,6.15058
12219,Debra Mclaughlin,1,16,12,2024,1,33.97826,-118.17239667,8,13.2,8.76928
28957,Amy Ramsey,1,16,12,2024,1,34.06274,-118.41175,9,1.9,1.25664
62310,Richard Jackson,1,16,12,2024,1,33.93602,-118.39465333,6,6.4,4.28809
23644,Brandi Wolfe,1,16,12,2024,1,33.87266,-118.49723333,3,4.4,2.92541
54133,Andrea Valdez,1,16,12,2024,1,33.97826,-118.42884667,6,3.0,2.02955
65656,Marcus Burke,1,16,12,2024,1,34.10498,-118.30917,10,0.2,0.13891
16342,Christopher Morris,1,16,12,2024,1,33.99938,-118.36046,6,4.1,2.73678
98423,Phillip Lopez,1,16,12,2024,1,33.89378,-118.18949333,8,2.4,1.62069
92197,John Bryant Jr.,1,16,12,2024,1,33.8093,-118.41175,1,3.9,2.61886
85106,Samuel Foster,1,16,12,2024,1,33.95714,-118.37755667,6,5.0,3.34215
77407,Jessica Bond,1,16,12,2024,1,33.8093,-118.42884667,1,5.0,3.35235
61961,Joshua Herman,1,16,12,2024,1,33.97826,-118.39465333,6,3.3,2.20408
97256,Kevin Massey,1,16,12,2024,1,33.95714,-118.42884667,6,0.9,0.57276
30320,Jason Davis,1,16,12,2024,1,33.83042,-118.49723333,3,2.5,1.69187
44180,Travis Montes,1,16,12,2024,1,33.99938,-118.36046,6,5.1,3.37753
16436,Perry Williams,1,16,12,2024,1,33.89378,-118.54852333,2,4.2,2.77628
43900,James Edwards,1,16,12,2024,1,34.08386,-118.44594333,9,3.6,2.42136
43749,Mark Mason PhD,1,16,12,2024,1,34.08386,-118.29207333,10,1.4,0.92364
79773,Christopher Heath,1,16,12,2024,1,33.83042,-118.39465333,3,10.9,7.27109
84301,Cynthia Wilkinson,1,16,12,2024,1,34.21058,-118.30917,11,36.5,24.32981
34208,Jason Roberts,1,16,12,2024,1,33.85154,-118.34336333,4,6.2,4.14592
21475,Susan Cox,1,16,12,2024,1,34.04162,-118.49723333,9,9.6,6.4118
71957,Thomas Herring,1,16,12,2024,1,33.89378,-118.48013667,3,5.3,3.50647
39610,Brianna Doyle,1,16,12,2024,1,33.97826,-118.54852333,5,2.6,1.70196
21505,Sara West,1,16,12,2024,1,34.04162,-118.32626667,10,6.5,4.31367
72762,Amy Dixon,1,16,12,2024,1,33.87266,-118.65110333,2,3.1,2.0517
38701,Frank Walton,1,16,12,2024,1,33.78818,-118.25788,4,12.7,8.47985
57588,Michelle Rhodes,1,16,12,2024,1,33.78818,-118.34336333,4,6.5,4.36009
85590,Calvin Hopkins,1,16,12,2024,1,33.76706,-118.53142667,1,5.0,3.36154
72401,Maureen Vaughn,1,16,12,2024,1,33.78818,-118.51433,1,3.3,2.19312
72242,Spencer Simon II,1,16,12,2024,1,34.0205,-118.24078333,7,2.2,1.4527
24286,John Walter,1,16,12,2024,1,34.0205,-118.56562,5,2.9,1.90995
96803,Michael Tran,1,16,12,2024,1,34.10498,-118.22368667,10,11.4,7.62039
63424,Megan Holt,1,16,12,2024,1,33.97826,-118.49723333,5,5.1,3.4159
71838,Dwayne Davis,1,16,12,2024,1,33.97826,-118.41175,6,2.2,1.45698
16672,Katrina Smith,1,16,12,2024,1,33.74594,-118.44594333,1,10.5,7.01058
18877,Sarah Smith,1,16,12,2024,1,33.8093,-118.39465333,1,5.8,3.83604
43679,Sean Morse,1,16,12,2024,1,33.93602,-118.42884667,6,2.5,1.69412
42065,Paul Bowman,1,16,12,2024,1,34.1261,-118.29207333,10,1.8,1.17701
39299,Michele Armstrong,1,16,12,2024,1,33.89378,-118.36046,4,7.2,4.77297
42528,Jonathan Ward,1,16,12,2024,1,34.16834,-118.27497667,11,38.9,25.95455
11725,Carlos Mccoy,1,16,12,2024,1,33.95714,-118.34336333,6,8.3,5.52919
23508,Scott Baker,1,16,12,2024,1,34.10498,-118.37755667,9,3.9,2.6132
85160,Jennifer Howe,1,16,12,2024,1,33.93602,-118.1553,8,26.0,17.34865
49017,Michael Lamb,1,16,12,2024,1,33.89378,-118.63400667,2,7.7,5.13059
69392,Rachel Lopez,1,16,12,2024,1,33.89378,-118.30917,4,1.8,1.21547
46147,Ellen Harris,1,16,12,2024,1,33.93602,-118.46304,6,3.7,2.45136
94609,Stephen Santiago,1,16,12,2024,1,33.9149,-118.36046,4,9.2,6.11064
21842,Kimberly Crawford,1,16,12,2024,1,33.89378,-118.22368667,8,1.8,1.17737
22547,Katie Sawyer,1,16,12,2024,1,34.0205,-118.22368667,8,11.8,7.89159
70645,Briana Lee,1,16,12,2024,1,33.87266,-118.41175,3,4.2,2.80144
16712,Christina Shaw,1,16,12,2024,1,34.06274,-118.30917,10,2.0,1.3051
94149,Hayden Smith,1,16,12,2024,1,34.06274,-118.49723333,9,11.8,7.88021
32971,Ronald Vasquez,1,16,12,2024,1,33.93602,-118.54852333,5,7.1,4.70362
69664,Christina Hughes,1,16,12,2024,1,34.0205,-118.24078333,7,7.9,5.2572
65926,Ashley Clark,1,16,12,2024,1,33.89378,-118.53142667,3,0.8,0.52185
72246,Cynthia Murray,1,16,12,2024,1,33.78818,-118.41175,1,2.7,1.77065
30035,Benjamin Stephens,1,16,12,2024,1,33.9149,-118.27497667,4,2.3,1.51968
35250,Jason Brooks,1,16,12,2024,1,33.99938,-118.56562,5,1.5,0.96897
93232,Amanda Wagner,1,16,12,2024,1,33.93602,-118.53142667,5,5.8,3.87328
50369,Ronald Esparza,1,16,12,2024,1,33.76706,-118.48013667,1,2.8,1.83577
14868,Michael Randall,1,16,12,2024,1,34.16834,-118.29207333,11,38.9,25.92978
59607,James Hernandez,1,16,12,2024,1,33.89378,-118.20659,8,3.4,2.27844
41042,Frank Moore,1,16,12,2024,1,33.85154,-118.39465333,3,6.5,4.36198
21140,Sarah Wagner,1,16,12,2024,1,33.85154,-118.44594333,3,2.8,1.89896
70703,Erik Johnson,1,16,12,2024,1,34.14722,-118.30917,11,7.6,5.04062
76382,Melissa Matthews,1,16,12,2024,1,33.9149,-118.34336333,4,0.5,0.36236
63926,Rachel Huerta,1,16,12,2024,1,33.78818,-118.42884667,1,2.5,1.68287
31465,Brenda Hansen,1,16,12,2024,1,34.1261,-118.46304,9,5.6,3.76168
47168,Teresa Jones,1,16,12,2024,1,33.9149,-118.29207333,4,3.8,2.53945
72106,Ann Simpson,1,16,12,2024,1,34.06274,-118.24078333,10,1.9,1.2781
40465,Martin Morrison,1,16,12,2024,1,33.99938,-118.29207333,7,11.9,7.92672
58115,Gregory Clark,1,16,12,2024,1,34.0205,-118.48013667,5,9.4,6.27357
31047,James Campbell,1,16,12,2024,1,34.0205,-118.51433,5,13.8,9.20385
46328,Michael Rogers,1,16,12,2024,1,34.27394,-118.24078333,11,51.5,34.32967
32567,Catherine Burns,1,16,12,2024,1,33.83042,-118.42884667,3,4.2,2.7684
96454,Marie Carter,1,16,12,2024,1,33.89378,-118.42884667,3,2.0,1.35169
65197,Susan Wilson,1,16,12,2024,1,33.89378,-118.32626667,4,8.4,5.59603
54301,Tammy Ross,1,16,12,2024,1,33.74594,-118.44594333,1,5.9,3.96239
67758,Crystal Smith,1,16,12,2024,1,33.89378,-118.44594333,3,2.7,1.80822
94484,Stephanie Alexander,1,16,12,2024,1,33.95714,-118.54852333,5,2.6,1.7322
82809,Charlotte Christensen,1,16,12,2024,1,33.87266,-118.49723333,3,2.6,1.72386
20246,Christopher Schroeder,1,16,12,2024,1,33.76706,-118.54852333,1,4.0,2.6346
81864,Lonnie French,1,16,12,2024,1,33.97826,-118.36046,6,4.7,3.13744
12183,Kristin Allen,1,16,12,2024,1,34.27394,-118.30917,11,55.7,37.10507
28642,Felicia Walter,1,16,12,2024,1,33.89378,-118.41175,3,4.0,2.67291
69646,Joshua Matthews,1,16,12,2024,1,33.87266,-118.63400667,2,3.5,2.32499
83992,Dr. Bruce Abbott MD,1,16,12,2024,1,34.04162,-118.42884667,9,3.2,2.12045
78297,Adriana Velazquez,1,16,12,2024,1,34.04162,-118.51433,9,7.9,5.23844
31672,Tony Grimes,1,16,12,2024,1,34.04162,-118.25788,10,8.9,5.91512
84023,Brooke Bowman,1,16,12,2024,1,34.06274,-118.29207333,10,2.2,1.47438
44541,Lori Munoz,1,16,12,2024,1,34.06274,-118.25788,10,4.2,2.78973
49362,Nichole Chapman,1,16,12,2024,1,33.87266,-118.54852333,2,4.4,2.9266
40111,Melissa Donaldson,1,16,12,2024,1,33.78818,-118.56562,2,3.1,2.09941
71551,Teresa Fisher,1,16,12,2024,1,34.25282,-118.25788,11,44.5,29.66231
10315,Thomas Hill,1,16,12,2024,1,33.89378,-118.29207333,4,6.7,4.49986
73733,Frank Ramsey,1,16,12,2024,1,33.99938,-118.51433,5,5.0,3.31765
31363,Wendy Johnson,1,16,12,2024,1,33.99938,-118.56562,5,2.1,1.41739
35096,Elizabeth Marshall,1,16,12,2024,1,33.8093,-118.59981333,2,1.0,0.65787
30392,Jessica Moran,1,16,12,2024,1,34.04162,-118.32626667,10,3.9,2.60195
94661,Matthew Cox,1,16,12,2024,1,34.0205,-118.37755667,6,1.0,0.69752
88152,Robert Wilson,1,16,12,2024,1,33.87266,-118.46304,3,0.8,0.52631
65070,Nicholas Henry,1,16,12,2024,1,34.04162,-118.46304,9,1.6,1.04056
92921,Laura Garrison,1,16,12,2024,1,33.87266,-118.61691,2,7.8,5.22062
26299,Alex Wang,1,16,12,2024,1,33.7037,-118.44594333,1,2.9,1.95687
82444,Michael Burgess,1,16,12,2024,1,33.85154,-118.44594333,3,4.7,3.12724
41177,James Young,1,16,12,2024,1,33.87266,-118.59981333,2,2.6,1.74725
20157,Breanna Ortiz,1,16,12,2024,1,33.78818,-118.49723333,1,2.5,1.69585
15772,Jacob Long,1,16,12,2024,1,33.87266,-118.29207333,4,10.1,6.73509
88076,Michael Morgan,1,16,12,2024,1,34.27394,-118.24078333,11,55.6,37.05839
88136,Kristen Craig,1,16,12,2024,1,34.0205,-118.54852333,5,2.2,1.45146
50050,Randall Johnston,1,16,12,2024,1,33.93602,-118.32626667,6,8.5,5.64167
13133,Darryl Martinez,1,16,12,2024,1,33.95714,-118.29207333,7,3.1,2.09518
62348,James James,1,16,12,2024,1,34.14722,-118.27497667,11,36.6,24.38475
33020,Patricia Robinson,1,16,12,2024,1,33.87266,-118.6682,2,10.4,6.92718
87004,Jacqueline Garcia,1,16,12,2024,1,33.99938,-118.24078333,7,6.2,4.15081
10564,Jennifer Rodriguez,1,16,12,2024,1,33.72482,-118.42884667,1,12.7,8.47081
27904,Kathryn Stewart,1,16,12,2024,1,34.25282,-118.22368667,11,53.6,35.70892
72725,Joshua Goodwin,1,16,12,2024,1,33.83042,-118.36046,4,3.1,2.08207
91423,Andrew Arnold,1,16,12,2024,1,33.97826,-118.32626667,6,11.6,7.75647
76513,Faith George,1,16,12,2024,1,33.95714,-118.29207333,7,2.1,1.40337
46727,Jessica Pacheco,1,16,12,2024,1,33.99938,-118.18949333,8,12.4,8.26805
41686,Wendy Young,1,16,12,2024,1,34.0205,-118.41175,6,3.5,2.31414
17529,Paula Vasquez,1,16,12,2024,1,34.06274,-118.37755667,9,3.5,2.3235
23579,David Cox,1,16,12,2024,1,33.95714,-118.22368667,8,0.9,0.61992
63525,Garrett Graham,1,16,12,2024,1,33.97826,-118.37755667,6,1.8,1.19595
90877,Rebecca Hoover,1,16,12,2024,1,33.8093,-118.61691,2,10.1,6.7294
78763,Nicholas Crawford,1,16,12,2024,1,33.78818,-118.44594333,1,4.2,2.80996
67863,Ashley Sawyer,1,16,12,2024,1,33.87266,-118.63400667,2,5.9,3.91597
10188,Brian Peterson,1,16,12,2024,1,33.95714,-118.1553,8,26.6,17.75245
65804,Tina Thomas,1,16,12,2024,1,33.95714,-118.30917,7,2.6,1.75862
93934,Daniel Collier,1,16,12,2024,1,33.83042,-118.44594333,3,2.9,1.91503
41393,Karen Pierce,1,16,12,2024,1,33.7037,-118.41175,1,14.3,9.56437
31028,Ashley Fisher,1,16,12,2024,1,33.85154,-118.56562,2,4.3,2.83631
31671,Stephen Luna,1,16,12,2024,1,33.93602,-118.58271667,5,3.8,2.50953
34105,Sarah Montoya,1,16,12,2024,1,33.89378,-118.37755667,4,5.1,3.42815
81840,Jorge Williams,1,16,12,2024,1,34.06274,-118.39465333,9,1.3,0.83407
66861,Carol Forbes,1,16,12,2024,1,33.85154,-118.51433,3,4.6,3.07465
72181,John Hale,1,16,12,2024,1,33.93602,-118.39465333,6,3.3,2.22245
29818,John Rice,1,16,12,2024,1,33.8093,-118.29207333,4,8.1,5.39886
33657,April Reed,1,16,12,2024,1,33.72482,-118.51433,1,1.8,1.18777
26570,Matthew Watson,1,16,12,2024,1,34.04162,-118.30917,10,5.8,3.84981
50971,Julie Graves,1,16,12,2024,1,34.1261,-118.48013667,9,13.1,8.76141
30288,Mr. Travis Collins Jr.,1,16,12,2024,1,33.93602,-118.18949333,8,29.6,19.74795
94626,Samuel Vargas,1,16,12,2024,1,33.9149,-118.25788,4,2.6,1.70567
35355,Patricia Lara,1,16,12,2024,1,33.9149,-118.36046,4,11.6,7.73698
91104,Ryan Knox,1,16,12,2024,1,33.89378,-118.46304,3,1.1,0.76598
33130,Troy Olsen,1,16,12,2024,1,33.85154,-118.63400667,2,4.4,2.94994
52138,Rachel Brown,1,16,12,2024,1,34.08386,-118.49723333,9,11.4,7.5923
