badge,name,shift,day,month,year,group,lat,lon,area,time_to_travel,distance
27955,Gail Sparks,1,16,12,2024,1,33.93602,-118.56562,5,2.4,1.62113
33303,Mrs. Cathy Richardson,1,16,12,2024,1,34.21058,-118.29207333,11,40.8,27.18435
93616,John Blake,1,16,12,2024,1,33.78818,-118.61691,2,1.5,0.98126
46363,Laura Young,1,16,12,2024,1,33.76706,-118.49723333,1,1.7,1.14919
68783,George Lambert,1,16,12,2024,1,34.16834,-118.27497667,11,45.1,30.05124
97328,Michael Miller,1,16,12,2024,1,34.0205,-118.37755667,6,1.4,0.93321
98525,Gina Williams,1,16,12,2024,1,33.99938,-118.36046,6,3.6,2.41183
29292,Michele Li,1,16,12,2024,1,34.06274,-118.32626667,10,0.4,0.23736
24853,Allen Carpenter,1,16,12,2024,1,33.8093,-118.53142667,1,3.0,1.98768
65617,Stephen Ortiz,1,16,12,2024,1,33.89378,-118.54852333,2,1.1,0.72545
82706,Mary Serrano,1,16,12,2024,1,33.87266,-118.63400667,2,11.4,7.63007
60729,Dr. James Hill,1,16,12,2024,1,33.97826,-118.24078333,7,13.0,8.63538
14204,Robert Nguyen,1,16,12,2024,1,33.85154,-118.61691,2,2.4,1.60487
31144,David Porter,1,16,12,2024,1,34.10498,-118.22368667,10,14.0,9.32874
15433,Douglas Rollins,1,16,12,2024,1,33.89378,-118.18949333,8,1.9,1.24087
31866,Kelly Johnson,1,16,12,2024,1,33.9149,-118.25788,4,5.4,3.60257
46266,Stephen Garcia,1,16,12,2024,1,34.1261,-118.29207333,10,2.0,1.33412
93491,Michelle Richardson,1,16,12,2024,1,33.97826,-118.49723333,5,0.8,0.55795
72358,Nicole Black,1,16,12,2024,1,33.87266,-118.6682,2,5.0,3.33775
57265,Jennifer Maxwell,1,16,12,2024,1,33.97826,-118.36046,6,2.5,1.63539
37353,Jessica Moore,1,16,12,2024,1,33.95714,-118.37755667,6,0.7,0.45326
40271,Jessica Johnston,1,16,12,2024,1,33.95714,-118.58271667,5,1.1,0.75966
60817,William Smith,1,16,12,2024,1,34.10498,-118.24078333,10,13.9,9.2338
78396,Kyle Lopez,1,16,12,2024,1,33.8093,-118.58271667,2,7.4,4.91623
17037,Kathryn Schultz,1,16,12,2024,1,33.74594,-118.59981333,2,1.4,0.90501
17045,Frank Williams,1,16,12,2024,1,33.78818,-118.51433,1,0.3,0.233
28120,Kim Lane,1,16,12,2024,1,34.06274,-118.41175,9,2.2,1.49042
80985,Dillon Perez,1,16,12,2024,1,33.97826,-118.1553,8,14.9,9.91097
90321,Greg Walker,1,16,12,2024,1,34.0205,-118.48013667,5,1.1,0.76183
19573,Kelli Miller,1,16,12,2024,1,33.72482,-118.51433,1,2.7,1.79817
59226,Thomas Turner,1,16,12,2024,1,33.74594,-118.59981333,2,0.7,0.44311
56553,Shawn Cochran,1,16,12,2024,1,33.74594,-118.42884667,1,13.7,9.14188
70595,Ryan Williams,1,16,12,2024,1,33.89378,-118.20659,8,0.7,0.43455
71527,Barbara Flynn,1,16,12,2024,1,33.87266,-118.41175,3,6.9,4.56701
93598,Mary Mccarty,1,16,12,2024,1,33.72482,-118.49723333,1,1.9,1.29174
95911,Katherine Gray,1,16,12,2024,1,33.9149,-118.34336333,4,2.9,1.91089
91114,Todd Davis,1,16,12,2024,1,33.78818,-118.42884667,1,1.2,0.78301
56971,Sara Turner,1,16,12,2024,1,33.89378,-118.34336333,4,8.5,5.67493
59693,Kimberly Warner,1,16,12,2024,1,33.93602,-118.18949333,8,27.5,18.33428
29204,Debbie Davis,1,16,12,2024,1,33.8093,-118.29207333,4,12.8,8.50825
32356,Jessica Wise,1,16,12,2024,1,33.95714,-118.46304,6,1.4,0.90046
87174,Derrick Donovan,1,16,12,2024,1,34.04162,-118.44594333,9,2.5,1.67764
42406,Jennifer Waters PhD,1,16,12,2024,1,33.99938,-118.36046,6,3.1,2.05494
79903,Sean Miller,1,16,12,2024,1,34.0205,-118.20659,8,13.7,9.11217
73679,Brian Hart,1,16,12,2024,1,34.0205,-118.53142667,5,9.2,6.1559
90595,Jason Rubio,1,16,12,2024,1,33.95714,-118.41175,6,1.8,1.20525
41145,Jonathan Grimes,1,16,12,2024,1,33.72482,-118.49723333,1,1.5,0.98297
94339,Cynthia Roberts,1,16,12,2024,1,33.87266,-118.41175,3,12.2,8.13287
73942,Tony Gaines,1,16,12,2024,1,34.0205,-118.27497667,7,1.8,1.18724
18390,Michael Rivera,1,16,12,2024,1,33.95714,-118.22368667,8,2.1,1.42797
45714,Amy West,1,16,12,2024,1,33.93602,-118.58271667,5,4.8,3.1978
99922,Joshua Costa,1,16,12,2024,1,34.14722,-118.30917,11,6.5,4.3018
84101,Kara Kramer,1,16,12,2024,1,33.74594,-118.39465333,1,12.3,8.22679
83727,Christopher King,1,16,12,2024,1,33.97826,-118.34336333,6,2.0,1.35941
94674,Andrew Mendoza,1,16,12,2024,1,33.72482,-118.41175,1,13.7,9.13383
93718,Felicia Ritter,1,16,12,2024,1,34.04162,-118.46304,9,1.4,0.91159
37628,Timothy Hicks,1,16,12,2024,1,33.7037,-118.46304,1,3.4,2.27623
49243,Roger Jones,1,16,12,2024,1,34.08386,-118.25788,10,2.6,1.74455
68541,Michelle Booth,1,16,12,2024,1,33.95714,-118.36046,6,5.3,3.54271
96735,Andrew Smith,1,16,12,2024,1,33.76706,-118.34336333,4,10.4,6.9045
66793,Timothy Green,1,16,12,2024,1,33.78818,-118.56562,2,1.5,1.00074
11780,Craig Ward,1,16,12,2024,1,34.0205,-118.46304,6,1.9,1.25634
26277,Jennifer Higgins,1,16,12,2024,1,34.04162,-118.37755667,9,0.5,0.33377
48927,Ryan Larsen,1,16,12,2024,1,33.76706,-118.39465333,1,14.8,9.84112
88785,Joshua Jones,1,16,12,2024,1,33.83042,-118.59981333,2,4.6,3.09643
76757,Robyn Taylor,1,16,12,2024,1,34.31618,-118.29207333,11,58.6,39.0423
39708,Margaret Andrews,1,16,12,2024,1,33.99938,-118.20659,8,13.8,9.17808
74936,James Neal,1,16,12,2024,1,33.8093,-118.25788,4,7.7,5.13981
87386,Olivia Martin,1,16,12,2024,1,34.04162,-118.32626667,10,5.3,3.52238
61965,Taylor Murphy,1,16,12,2024,1,33.89378,-118.53142667,3,3.5,2.30317
61727,Richard Wiley,1,16,12,2024,1,34.06274,-118.25788,10,8.2,5.43645
92963,Kelly Robinson,1,16,12,2024,1,33.95714,-118.54852333,5,6.9,4.62023
86249,John Smith,1,16,12,2024,1,33.93602,-118.54852333,5,6.2,4.15729
45039,Emily Moore,1,16,12,2024,1,33.87266,-118.46304,3,1.5,1.01114
26891,Mario Sloan,1,16,12,2024,1,33.97826,-118.46304,6,1.1,0.74193
23763,Jeanette Barrett,1,16,12,2024,1,33.89378,-118.22368667,8,0.3,0.2182
53842,Stanley Colon,1,16,12,2024,1,33.76706,-118.58271667,2,8.1,5.40854
57189,Jared Stone,1,16,12,2024,1,33.87266,-118.48013667,3,2.6,1.70928
84419,Stanley Cox,1,16,12,2024,1,33.93602,-118.24078333,7,1.5,0.99468
66670,Adam Weiss,1,16,12,2024,1,33.87266,-118.53142667,3,2.2,1.47329
50735,Jason Wang,1,16,12,2024,1,34.21058,-118.27497667,11,50.1,33.39561
64753,Victoria Thompson,1,16,12,2024,1,34.3373,-118.25788,11,61.9,41.25803
94055,Kevin Powell,1,16,12,2024,1,33.99938,-118.22368667,8,11.9,7.9058
22711,Laura Bradley,1,16,12,2024,1,33.78818,-118.53142667,1,2.0,1.3539
44948,Kevin Nguyen,1,16,12,2024,1,33.95714,-118.41175,6,2.0,1.35424
73713,Valerie Hurley,1,16,12,2024,1,34.29506,-118.25788,11,53.2,35.46198
27213,Gregory Hubbard,1,16,12,2024,1,34.06274,-118.39465333,9,2.2,1.45241
25827,James Higgins,1,16,12,2024,1,33.83042,-118.46304,3,1.1,0.70685
97208,Gregory Bailey,1,16,12,2024,1,33.93602,-118.30917,7,7.1,4.71266
23585,Christina Howell,1,16,12,2024,1,33.9149,-118.54852333,2,10.1,6.74638
71290,Nicole Ferrell,1,16,12,2024,1,33.87266,-118.34336333,4,5.4,3.56914
91637,Dustin Hopkins,1,16,12,2024,1,34.06274,-118.48013667,9,8.2,5.45169
82735,Marcus Price,1,16,12,2024,1,33.83042,-118.49723333,3,1.2,0.79874
72868,Erica Perkins,1,16,12,2024,1,34.10498,-118.46304,9,2.9,1.90912
18197,Teresa Ramirez,1,16,12,2024,1,33.87266,-118.51433,3,5.1,3.38276
45462,Stephanie Herrera,1,16,12,2024,1,33.9149,-118.49723333,3,0.3,0.18431
54593,Peter Black,1,16,12,2024,1,33.83042,-118.32626667,4,8.2,5.44547
98856,Michael Marsh,1,16,12,2024,1,33.87266,-118.41175,3,2.5,1.66026
21850,Gregory Bryan,1,16,12,2024,1,34.06274,-118.39465333,9,2.6,1.73748
32385,Kimberly Spencer,1,16,12,2024,1,33.89378,-118.18949333,8,1.6,1.08729
34334,Robert Patel,1,16,12,2024,1,33.78818,-118.61691,2,0.7,0.45031
76595,Kirsten Burnett,1,16,12,2024,1,34.06274,-118.42884667,9,1.0,0.64118
89470,Mandy Soto,1,16,12,2024,1,34.08386,-118.44594333,9,0.8,0.51514
27410,Mark Brooks,1,16,12,2024,1,33.83042,-118.53142667,3,3.1,2.04651
81844,Kimberly Johnson,1,16,12,2024,1,33.78818,-118.27497667,4,13.9,9.28123
20559,Kevin Morrison,1,16,12,2024,1,33.99938,-118.37755667,6,3.0,1.99397
10625,Jacqueline Dixon,1,16,12,2024,1,34.0205,-118.54852333,5,2.9,1.92456
37863,Scott Moses,1,16,12,2024,1,34.18946,-118.27497667,11,43.2,28.77049
66200,Lisa Frazier,1,16,12,2024,1,33.83042,-118.41175,3,1.0,0.66225
31879,Kimberly Brown,1,16,12,2024,1,33.8093,-118.29207333,4,11.5,7.69979
59099,Michelle Pierce,1,16,12,2024,1,34.14722,-118.27497667,11,35.8,23.84916
77372,Patrick Graves,1,16,12,2024,1,33.9149,-118.22368667,8,2.7,1.80476
79802,Evelyn Rogers DVM,1,16,12,2024,1,33.76706,-118.41175,1,11.2,7.47902
70542,Lucas Salazar,1,16,12,2024,1,34.08386,-118.32626667,10,2.8,1.87927
86063,Megan Thompson,1,16,12,2024,1,33.89378,-118.39465333,3,1.0,0.67499
15896,Richard Reed,1,16,12,2024,1,33.87266,-118.46304,3,1.3,0.88163
10728,Larry Bennett,1,16,12,2024,1,33.99938,-118.27497667,7,9.1,6.08531
37012,James Mccoy,1,16,12,2024,1,33.93602,-118.29207333,7,1.6,1.06521
74828,Elizabeth Frost,1,16,12,2024,1,33.89378,-118.39465333,3,1.6,1.05628
75063,Melissa Grant,1,16,12,2024,1,33.76706,-118.44594333,1,1.8,1.21787
75382,Benjamin Davidson,1,16,12,2024,1,33.8093,-118.51433,1,1.5,1.00577
77080,Brian Jones,1,16,12,2024,1,33.74594,-118.48013667,1,2.2,1.44103
13856,Michael Carlson,1,16,12,2024,1,33.78818,-118.46304,1,0.5,0.31747
27179,Tracy Moss,1,16,12,2024,1,34.1261,-118.44594333,9,9.4,6.27954
56223,Joseph Smith,1,16,12,2024,1,34.04162,-118.46304,9,0.5,0.35441
60348,Shane Jones,1,16,12,2024,1,34.0205,-118.30917,7,2.6,1.75882
41041,Angela Tucker,1,16,12,2024,1,33.95714,-118.30917,7,1.4,0.90318
64328,Jordan Harrell,1,16,12,2024,1,34.08386,-118.37755667,9,0.8,0.54901
73319,Yvette Nelson,1,16,12,2024,1,33.72482,-118.44594333,1,0.2,0.11113
30301,Donald Cook,1,16,12,2024,1,34.0205,-118.42884667,6,1.3,0.89733
68983,Mary Gray,1,16,12,2024,1,33.89378,-118.41175,3,1.2,0.80445
18707,Christopher Holmes,1,16,12,2024,1,34.25282,-118.24078333,11,47.5,31.683
98005,Jeffery Andrews,1,16,12,2024,1,33.93602,-118.27497667,7,2.9,1.93882
12747,Justin Rodriguez,1,16,12,2024,1,33.83042,-118.41175,3,1.0,0.68752
24734,Michelle Davis,1,16,12,2024,1,33.87266,-118.48013667,3,2.5,1.67051
39204,Karen Williams,1,16,12,2024,1,33.9149,-118.44594333,3,0.7,0.4915
82287,Amanda Frank,1,16,12,2024,1,33.78818,-118.29207333,4,14.2,9.47199
11260,Pamela Reeves,1,16,12,2024,1,33.8093,-118.44594333,1,3.8,2.52625
93743,Rebecca Bass,1,16,12,2024,1,34.3373,-118.29207333,11,69.6,46.37826
61618,Sara Barr,1,16,12,2024,1,33.76706,-118.63400667,2,11.7,7.81082
20078,Jessica Williams,1,16,12,2024,1,33.99938,-118.34336333,6,3.5,2.34388
25999,Megan Patterson,1,16,12,2024,1,33.78818,-118.44594333,1,3.9,2.59452
65794,Stephanie Livingston,1,16,12,2024,1,33.99938,-118.54852333,5,0.6,0.40906
68416,Tony Mason,1,16,12,2024,1,33.97826,-118.51433,5,1.5,0.9733
12109,Adam Smith,1,16,12,2024,1,34.0205,-118.25788,7,1.7,1.14868
75108,Richard Jones,1,16,12,2024,1,33.78818,-118.30917,4,2.0,1.33481
58758,Kent Moore,1,16,12,2024,1,33.85154,-118.41175,3,4.3,2.88744
84912,Melvin Lee,1,16,12,2024,1,34.27394,-118.25788,11,56.3,37.53317
48265,Joseph Hanson,1,16,12,2024,1,33.85154,-118.44594333,3,3.4,2.2638
64065,Christopher Rollins,1,16,12,2024,1,33.93602,-118.48013667,5,2.2,1.44006
44851,Kevin Clark,1,16,12,2024,1,33.97826,-118.42884667,6,1.2,0.81964
90073,Mrs. Carmen Chavez,1,16,12,2024,1,33.93602,-118.37755667,6,1.2,0.79109
24402,Justin Stone,1,16,12,2024,1,33.97826,-118.39465333,6,0.6,0.42385
69415,James Bryant,1,16,12,2024,1,33.97826,-118.44594333,6,0.8,0.51476
87539,Paula Lee,1,16,12,2024,1,33.85154,-118.49723333,3,3.6,2.37986
37654,Sharon Kline,1,16,12,2024,1,33.89378,-118.36046,4,4.2,2.80196
99060,Mallory Morris,1,16,12,2024,1,33.85154,-118.58271667,2,2.5,1.68146
21957,Joseph Lopez,1,16,12,2024,1,33.99938,-118.22368667,8,13.2,8.8126
84840,Wanda Martinez,1,16,12,2024,1,33.87266,-118.39465333,3,6.4,4.299
77293,Brandon Hoffman,1,16,12,2024,1,33.93602,-118.20659,8,2.7,1.83113
36106,Michael Mclaughlin,1,16,12,2024,1,33.74594,-118.46304,1,5.2,3.43435
59581,David Casey,1,16,12,2024,1,33.9149,-118.42884667,3,0.3,0.21751
48710,Steve Carr,1,16,12,2024,1,33.85154,-118.46304,3,1.6,1.05353
77327,Mrs. Tiffany Mccann,1,16,12,2024,1,33.93602,-118.1553,8,25.4,16.91462
37015,John Phillips DVM,1,16,12,2024,1,33.89378,-118.42884667,3,1.2,0.79131
98976,Pamela Gilbert,1,16,12,2024,1,33.78818,-118.48013667,1,3.1,2.05735
49665,Robert Oneal,1,16,12,2024,1,33.83042,-118.54852333,2,3.1,2.07022
55682,Juan Lopez,1,16,12,2024,1,33.74594,-118.58271667,2,0.8,0.52013
18519,Carla Keller MD,1,16,12,2024,1,33.89378,-118.36046,4,4.0,2.68154
41084,Nicholas Mullins,1,16,12,2024,1,33.8093,-118.53142667,1,2.8,1.86412
49049,Sonya Johnson,1,16,12,2024,1,34.0205,-118.24078333,7,3.9,2.59684
79961,Michael Thompson,1,16,12,2024,1,34.0205,-118.34336333,6,2.1,1.39619
45985,George Howard,1,16,12,2024,1,34.31618,-118.27497667,11,64.4,42.96483
19877,Barbara White,1,16,12,2024,1,34.0205,-118.22368667,8,9.1,6.04335
59917,Anthony David,1,16,12,2024,1,34.0205,-118.37755667,6,2.0,1.30421
46016,Gail Robertson,1,16,12,2024,1,33.9149,-118.29207333,4,2.8,1.84015
19599,Amanda Schultz,1,16,12,2024,1,33.93602,-118.44594333,6,0.7,0.49871
71345,Laurie Harrell,1,16,12,2024,1,33.97826,-118.22368667,8,13.5,9.02484
24258,Stefanie Boyle,1,16,12,2024,1,33.93602,-118.30917,7,1.7,1.15879
23331,David Davis,1,16,12,2024,1,34.04162,-118.24078333,10,9.7,6.44423
97584,James White,1,16,12,2024,1,34.2317,-118.30917,11,45.9,30.61965
69572,Timothy Mejia,1,16,12,2024,1,34.25282,-118.30917,11,51.7,34.47119
31222,Heather Warren,1,16,12,2024,1,33.93602,-118.48013667,5,1.3,0.89856
78314,Nicole Stanley,1,16,12,2024,1,33.83042,-118.58271667,2,3.5,2.35164
52160,Lauren Howard,1,16,12,2024,1,33.87266,-118.65110333,2,3.6,2.41454
86772,Samantha Moss,1,16,12,2024,1,33.89378,-118.46304,3,3.0,2.00094
59680,Katie Ward,1,16,12,2024,1,33.8093,-118.51433,1,1.0,0.68821
67324,Daniel Orozco,1,16,12,2024,1,33.87266,-118.59981333,2,1.8,1.20329
23952,Maria Rivera,1,16,12,2024,1,34.08386,-118.29207333,10,2.1,1.39871
97977,Dalton Fox,1,16,12,2024,1,33.8093,-118.63400667,2,9.9,6.58134
27654,Amanda Flores,1,16,12,2024,1,33.95714,-118.48013667,5,2.3,1.52579
25647,Sean Yoder,1,16,12,2024,1,33.99938,-118.37755667,6,0.5,0.36011
82378,Rebecca Walker,1,16,12,2024,1,33.83042,-118.32626667,4,10.7,7.16481
39020,Geoffrey Torres,1,16,12,2024,1,33.74594,-118.51433,1,0.9,0.59838
39880,John Mcbride,1,16,12,2024,1,33.99938,-118.30917,7,0.8,0.50151
43980,Shawn Estes,1,16,12,2024,1,34.3373,-118.27497667,11,61.0,40.65103
62702,Cynthia George,1,16,12,2024,1,34.04162,-118.29207333,10,7.4,4.92232
46786,Allen Fritz,1,16,12,2024,1,33.8093,-118.39465333,1,8.4,5.60051
13939,Kyle Robinson,1,16,12,2024,1,33.99938,-118.48013667,5,1.5,0.99461
42027,Jessica Jackson,1,16,12,2024,1,33.8093,-118.59981333,2,1.0,0.68239
97508,Gabriel Underwood,1,16,12,2024,1,34.06274,-118.37755667,9,0.6,0.37258
65962,Garrett Mccormick,1,16,12,2024,1,34.10498,-118.29207333,10,4.5,3.03293
50748,Julie Dunn,1,16,12,2024,1,33.8093,-118.25788,4,8.6,5.7564
39138,Amanda Beltran,1,16,12,2024,1,33.97826,-118.48013667,5,0.9,0.62201
41869,John Hansen,1,16,12,2024,1,33.76706,-118.61691,2,3.0,2.03315
34156,Erin Williams,1,16,12,2024,1,33.95714,-118.34336333,6,6.4,4.24725
47602,Anthony Stark,1,16,12,2024,1,34.04162,-118.30917,10,2.3,1.55142
16699,Keith Brown,1,16,12,2024,1,34.31618,-118.25788,11,54.5,36.36051
89462,Shelby Burns,1,16,12,2024,1,33.9149,-118.53142667,3,4.6,3.05576
65494,Nicole Salazar,1,16,12,2024,1,33.95714,-118.36046,6,1.8,1.18638
85944,Kristen Russell,1,16,12,2024,1,33.78818,-118.39465333,1,10.1,6.71554
79585,Jimmy Ware,1,16,12,2024,1,33.87266,-118.53142667,3,3.0,1.99221
46108,Robert Vargas,1,16,12,2024,1,33.89378,-118.56562,2,5.6,3.7031
34035,Amber Dawson,1,16,12,2024,1,33.76706,-118.59981333,2,1.2,0.81963
84931,David Hardy PhD,1,16,12,2024,1,33.76706,-118.42884667,1,14.5,9.68545
67420,Danielle Rowe,1,16,12,2024,1,33.8093,-118.53142667,1,5.3,3.56163
70330,Shannon Kim,1,16,12,2024,1,33.97826,-118.27497667,7,2.8,1.87991
20552,Carol Rhodes,1,16,12,2024,1,34.04162,-118.39465333,9,0.3,0.20037
33070,Cameron Davenport,1,16,12,2024,1,33.87266,-118.6682,2,7.8,5.20372
28027,Jeffery Harper,1,16,12,2024,1,34.06274,-118.51433,9,12.0,8.03326
42116,Donald Duncan,1,16,12,2024,1,33.87266,-118.42884667,3,2.7,1.77858
55805,Michelle Murphy,1,16,12,2024,1,34.18946,-118.30917,11,10.9,7.27358
34644,Scott Collins,1,16,12,2024,1,33.97826,-118.56562,5,0.4,0.26984
86879,Sharon Cunningham,1,16,12,2024,1,33.76706,-118.42884667,1,2.3,1.50238
10558,Bailey Holmes,1,16,12,2024,1,33.97826,-118.18949333,8,14.5,9.64301
